order_id,order_item_id,order_date,status,payment_method,customer_id,first_name,last_name,email,country,store_id,store_name,city,region,channel,product_id,sku,product_name,category,brand,quantity,unit_cost,unit_price,discount_rate,discount_amount,net_sales,profit,shipping_fee,order_total
1658,3059,2025-04-21 09:55:00,Delivered,PayPal,130,Layla,Hughes,layla.hughes4531@email.com,United Kingdom,9,Online Store,Online,National,Online,1056,SKU-1056,Core Resistance Bands 2,Sports,Core,1,25.28,31.89,0.05,1.59,30.3,5.02,0.0,30.3
1659,3060,2025-05-05 14:58:00,Delivered,Gift Card,139,Isla,Hughes,isla.hughes1214@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1068,SKU-1068,DailyTable Olive Oil 2,Grocery,DailyTable,2,47.34,108.08,0.0,0.0,216.16,121.48,0.0,216.16
1660,3061,2025-07-05 11:51:00,Delivered,Gift Card,52,Aisha,Roberts,aisha.roberts9084@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1012,SKU-1012,Voltix Wireless Mouse 2,Electronics,Voltix,1,12.22,18.17,0.0,0.0,18.17,5.95,0.0,18.17
1661,3062,2024-03-16 11:34:00,Delivered,Gift Card,348,George,Taylor,george.taylor4847@email.com,United Kingdom,9,Online Store,Online,National,Online,1063,SKU-1063,Kitchen Pantry Protein Bars 1,Grocery,Kitchen Pantry,3,97.54,208.19,0.0,0.0,624.57,331.95,0.0,1451.19
1661,3063,2024-03-16 11:34:00,Delivered,Gift Card,348,George,Taylor,george.taylor4847@email.com,United Kingdom,9,Online Store,Online,National,Online,1046,SKU-1046,Botaniq Body Lotion 2,Beauty,Botaniq,2,115.83,256.94,0.15,77.08,436.8,205.14,0.0,1451.19
1661,3064,2024-03-16 11:34:00,Delivered,Gift Card,348,George,Taylor,george.taylor4847@email.com,United Kingdom,9,Online Store,Online,National,Online,1050,SKU-1050,Endura Yoga Mat 2,Sports,Endura,2,71.83,101.61,0.0,0.0,203.22,59.56,0.0,1451.19
1661,3065,2024-03-16 11:34:00,Delivered,Gift Card,348,George,Taylor,george.taylor4847@email.com,United Kingdom,9,Online Store,Online,National,Online,1058,SKU-1058,Endura Running Bottle 2,Sports,Endura,1,81.78,186.6,0.0,0.0,186.6,104.82,0.0,1451.19
1662,3066,2024-09-24 13:35:00,Delivered,Google Pay,183,Isla,Davies,isla.davies9821@email.com,Ireland,9,Online Store,Online,National,Online,1066,SKU-1066,DailyTable Pasta 2,Grocery,DailyTable,1,22.46,38.37,0.0,0.0,38.37,15.91,4.99,945.74
1662,3067,2024-09-24 13:35:00,Delivered,Google Pay,183,Isla,Davies,isla.davies9821@email.com,Ireland,9,Online Store,Online,National,Online,1069,SKU-1069,Roast & Bean Sparkling Water 1,Grocery,Roast & Bean,2,111.4,228.69,0.0,0.0,457.38,234.58,4.99,945.74
1662,3068,2024-09-24 13:35:00,Delivered,Google Pay,183,Isla,Davies,isla.davies9821@email.com,Ireland,9,Online Store,Online,National,Online,1011,SKU-1011,NovaTech Wireless Mouse 1,Electronics,NovaTech,3,88.38,156.14,0.05,23.42,445.0,179.86,4.99,945.74
1663,3069,2025-12-16 18:05:00,Delivered,Card,640,Isla,Young,isla.young1388@email.com,United Kingdom,7,Bristol Retail Store,Bristol,South West,Store,1049,SKU-1049,Endura Yoga Mat 1,Sports,Endura,1,32.0,39.16,0.05,1.96,37.2,5.2,0.0,37.2
1664,3070,2025-04-16 10:43:00,Delivered,Card,346,Olivia,Roberts,olivia.roberts2954@email.com,United Kingdom,5,Glasgow Retail Store,Glasgow,Scotland,Store,1065,SKU-1065,Harvest Pasta 1,Grocery,Harvest,2,116.37,257.8,0.0,0.0,515.6,282.86,0.0,515.6
1665,3071,2025-12-08 08:55:00,Delivered,Apple Pay,32,George,Ward,george.ward3879@email.com,United Kingdom,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1048,SKU-1048,Luma Perfume 2,Beauty,Luma,1,54.26,94.7,0.1,9.47,85.23,30.97,0.0,85.23
1666,3072,2025-10-14 17:05:00,Delivered,Card,195,George,Edwards,george.edwards9670@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1067,SKU-1067,DailyTable Olive Oil 1,Grocery,DailyTable,2,104.16,227.88,0.0,0.0,455.76,247.44,0.0,1367.25
1666,3073,2025-10-14 17:05:00,Delivered,Card,195,George,Edwards,george.edwards9670@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1037,SKU-1037,PureGlow Face Wash 1,Beauty,PureGlow,5,104.85,156.56,0.1,78.28,704.52,180.27,0.0,1367.25
1666,3074,2025-10-14 17:05:00,Delivered,Card,195,George,Edwards,george.edwards9670@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1043,SKU-1043,PureGlow Conditioner 1,Beauty,PureGlow,1,117.42,206.97,0.0,0.0,206.97,89.55,0.0,1367.25
1667,3075,2025-07-05 18:23:00,Returned,Gift Card,646,Jacob,Lewis,jacob.lewis8124@email.com,United Kingdom,9,Online Store,Online,National,Online,1072,SKU-1072,Harvest Chocolate Box 2,Grocery,Harvest,2,70.76,125.49,0.03,7.53,-243.45,-384.97,0.0,-355.69
1667,3076,2025-07-05 18:23:00,Returned,Gift Card,646,Jacob,Lewis,jacob.lewis8124@email.com,United Kingdom,9,Online Store,Online,National,Online,1070,SKU-1070,Roast & Bean Sparkling Water 2,Grocery,Roast & Bean,1,52.49,118.15,0.05,5.91,-112.24,-164.73,0.0,-355.69
1668,3077,2024-06-02 13:20:00,Delivered,Apple Pay,118,Charlie,Walker,charlie.walker4233@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1063,SKU-1063,Kitchen Pantry Protein Bars 1,Grocery,Kitchen Pantry,1,97.54,208.19,0.0,0.0,208.19,110.65,0.0,208.19
1669,3078,2024-10-26 12:10:00,Delivered,Gift Card,152,Jacob,Ward,jacob.ward4335@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1014,SKU-1014,CasaNest Air Fryer 2,Home,CasaNest,1,80.37,163.88,0.05,8.19,155.69,75.32,0.0,155.69
1670,3079,2025-05-03 12:31:00,Delivered,PayPal,79,Aisha,Davies,aisha.davies1053@email.com,United Kingdom,1,London Retail Store,London,South,Store,1040,SKU-1040,PureGlow Moisturiser 2,Beauty,PureGlow,1,111.7,241.33,0.1,24.13,217.2,105.5,0.0,427.38
1670,3080,2025-05-03 12:31:00,Delivered,PayPal,79,Aisha,Davies,aisha.davies1053@email.com,United Kingdom,1,London Retail Store,London,South,Store,1015,SKU-1015,CasaNest Kettle 1,Home,CasaNest,1,103.07,221.24,0.05,11.06,210.18,107.11,0.0,427.38
1671,3081,2024-11-17 14:30:00,Delivered,Card,446,Hassan,King,hassan.king6654@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1066,SKU-1066,DailyTable Pasta 2,Grocery,DailyTable,1,22.46,38.37,0.1,3.84,34.53,12.07,0.0,34.53
1672,3082,2025-01-21 13:40:00,Returned,Gift Card,371,Adam,Clark,adam.clark7686@email.com,United Kingdom,5,Glasgow Retail Store,Glasgow,Scotland,Store,1026,SKU-1026,Aero T-Shirt 2,Fashion,Aero,4,90.4,148.5,0.0,0.0,-594.0,-955.6,0.0,-619.61
1672,3083,2025-01-21 13:40:00,Returned,Gift Card,371,Adam,Clark,adam.clark7686@email.com,United Kingdom,5,Glasgow Retail Store,Glasgow,Scotland,Store,1061,SKU-1061,Kitchen Pantry Coffee Beans 1,Grocery,Kitchen Pantry,1,19.4,26.4,0.03,0.79,-25.61,-45.01,0.0,-619.61
1673,3084,2025-06-26 10:25:00,Delivered,Google Pay,126,Lily,Johnson,lily.johnson5765@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1025,SKU-1025,Crafted T-Shirt 1,Fashion,Crafted,1,19.72,25.84,0.25,6.46,19.38,-0.34,0.0,589.15
1673,3085,2025-06-26 10:25:00,Delivered,Google Pay,126,Lily,Johnson,lily.johnson5765@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1047,SKU-1047,Velora Perfume 1,Beauty,Velora,2,86.42,139.04,0.0,0.0,278.08,105.24,0.0,589.15
1673,3086,2025-06-26 10:25:00,Delivered,Google Pay,126,Lily,Johnson,lily.johnson5765@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1052,SKU-1052,Endura Dumbbells 2,Sports,Endura,4,29.79,65.28,0.0,0.0,261.12,141.96,0.0,589.15
1673,3087,2025-06-26 10:25:00,Delivered,Google Pay,126,Lily,Johnson,lily.johnson5765@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1044,SKU-1044,Velora Conditioner 2,Beauty,Velora,1,18.02,30.57,0.0,0.0,30.57,12.55,0.0,589.15
1674,3088,2025-01-13 18:03:00,Delivered,Google Pay,175,Charlie,Thomas,charlie.thomas8999@email.com,United Kingdom,9,Online Store,Online,National,Online,1043,SKU-1043,PureGlow Conditioner 1,Beauty,PureGlow,5,117.42,206.97,0.0,0.0,1034.85,447.75,0.0,1034.85
1675,3089,2024-02-10 18:30:00,Delivered,Google Pay,213,Zara,Smith,zara.smith7623@email.com,United Kingdom,9,Online Store,Online,National,Online,1035,SKU-1035,Aero Socks Pack 1,Fashion,Aero,1,53.87,90.06,0.0,0.0,90.06,36.19,4.99,307.16
1675,3090,2024-02-10 18:30:00,Delivered,Google Pay,213,Zara,Smith,zara.smith7623@email.com,United Kingdom,9,Online Store,Online,National,Online,1022,SKU-1022,CasaNest Bedding Set 2,Home,CasaNest,1,29.8,35.37,0.0,0.0,35.37,5.57,4.99,307.16
1675,3091,2024-02-10 18:30:00,Delivered,Google Pay,213,Zara,Smith,zara.smith7623@email.com,United Kingdom,9,Online Store,Online,National,Online,1032,SKU-1032,Crafted Trainers 2,Fashion,Crafted,1,64.91,147.13,0.15,22.07,125.06,60.15,4.99,307.16
1675,3092,2024-02-10 18:30:00,Delivered,Google Pay,213,Zara,Smith,zara.smith7623@email.com,United Kingdom,9,Online Store,Online,National,Online,1025,SKU-1025,Crafted T-Shirt 1,Fashion,Crafted,2,19.72,25.84,0.0,0.0,51.68,12.24,4.99,307.16
1676,3093,2024-12-29 20:01:00,Delivered,PayPal,539,Sophia,Taylor,sophia.taylor8362@email.com,United Kingdom,1,London Retail Store,London,South,Store,1014,SKU-1014,CasaNest Air Fryer 2,Home,CasaNest,2,80.37,163.88,0.15,49.16,278.6,117.86,0.0,516.31
1676,3094,2024-12-29 20:01:00,Delivered,PayPal,539,Sophia,Taylor,sophia.taylor8362@email.com,United Kingdom,1,London Retail Store,London,South,Store,1039,SKU-1039,PureGlow Moisturiser 1,Beauty,PureGlow,2,73.08,125.11,0.05,12.51,237.71,91.55,0.0,516.31
1677,3095,2024-05-05 21:25:00,Delivered,Gift Card,542,Hassan,Roberts,hassan.roberts357@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1032,SKU-1032,Crafted Trainers 2,Fashion,Crafted,3,64.91,147.13,0.0,0.0,441.39,246.66,0.0,491.97
1677,3096,2024-05-05 21:25:00,Delivered,Gift Card,542,Hassan,Roberts,hassan.roberts357@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1055,SKU-1055,Core Resistance Bands 1,Sports,Core,1,31.43,53.24,0.05,2.66,50.58,19.15,0.0,491.97
1678,3097,2025-06-25 19:00:00,Shipped,PayPal,265,Oliver,Hughes,oliver.hughes6581@email.com,United Kingdom,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1021,SKU-1021,NorthHome Bedding Set 1,Home,NorthHome,1,83.1,176.11,0.0,0.0,176.11,93.01,0.0,176.11
1679,3098,2024-07-11 16:41:00,Delivered,PayPal,275,Harry,Johnson,harry.johnson6993@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1011,SKU-1011,NovaTech Wireless Mouse 1,Electronics,NovaTech,1,88.38,156.14,0.1,15.61,140.53,52.15,0.0,1140.19
1679,3099,2024-07-11 16:41:00,Delivered,PayPal,275,Harry,Johnson,harry.johnson6993@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1040,SKU-1040,PureGlow Moisturiser 2,Beauty,PureGlow,4,111.7,241.33,0.0,0.0,965.32,518.52,0.0,1140.19
1679,3100,2024-07-11 16:41:00,Delivered,PayPal,275,Harry,Johnson,harry.johnson6993@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1017,SKU-1017,Oak & Co Storage Box 1,Home,Oak & Co,1,22.03,34.34,0.0,0.0,34.34,12.31,0.0,1140.19
1680,3101,2024-03-08 10:44:00,Returned,PayPal,303,Thomas,Johnson,thomas.johnson1966@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1016,SKU-1016,Haven Kettle 2,Home,Haven,1,35.52,66.81,0.1,6.68,-60.13,-95.65,0.0,-185.24
1680,3102,2024-03-08 10:44:00,Returned,PayPal,303,Thomas,Johnson,thomas.johnson1966@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1039,SKU-1039,PureGlow Moisturiser 1,Beauty,PureGlow,1,73.08,125.11,0.0,0.0,-125.11,-198.19,0.0,-185.24
1681,3103,2025-08-08 18:42:00,Delivered,Apple Pay,315,Adam,Wilson,adam.wilson1252@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1021,SKU-1021,NorthHome Bedding Set 1,Home,NorthHome,5,83.1,176.11,0.2,176.11,704.44,288.94,0.0,893.19
1681,3104,2025-08-08 18:42:00,Delivered,Apple Pay,315,Adam,Wilson,adam.wilson1252@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1005,SKU-1005,NovaTech Smart Watch 1,Electronics,NovaTech,1,68.67,135.51,0.0,0.0,135.51,66.84,0.0,893.19
1681,3105,2025-08-08 18:42:00,Delivered,Apple Pay,315,Adam,Wilson,adam.wilson1252@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1055,SKU-1055,Core Resistance Bands 1,Sports,Core,1,31.43,53.24,0.0,0.0,53.24,21.81,0.0,893.19
1682,3106,2024-01-22 11:56:00,Delivered,Gift Card,134,George,Thomas,george.thomas746@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1023,SKU-1023,Oak & Co Throw Blanket 1,Home,Oak & Co,5,49.94,61.23,0.0,0.0,306.15,56.45,0.0,306.15
1683,3107,2025-02-03 12:40:00,Returned,Apple Pay,364,Eva,Edwards,eva.edwards2415@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1042,SKU-1042,PureGlow Shampoo 2,Beauty,PureGlow,2,13.02,22.25,0.15,6.67,-37.83,-63.87,0.0,-413.24
1683,3108,2025-02-03 12:40:00,Returned,Apple Pay,364,Eva,Edwards,eva.edwards2415@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1047,SKU-1047,Velora Perfume 1,Beauty,Velora,3,86.42,139.04,0.1,41.71,-375.41,-634.67,0.0,-413.24
1684,3109,2024-10-24 21:55:00,Delivered,Apple Pay,413,Jack,Hall,jack.hall2256@email.com,United Kingdom,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1019,SKU-1019,CasaNest Desk Lamp 1,Home,CasaNest,1,74.27,100.03,0.2,20.01,80.02,5.75,0.0,80.02
1685,3110,2025-07-10 18:11:00,Shipped,Card,24,Noah,Lewis,noah.lewis7240@email.com,United Kingdom,5,Glasgow Retail Store,Glasgow,Scotland,Store,1039,SKU-1039,PureGlow Moisturiser 1,Beauty,PureGlow,5,73.08,125.11,0.0,0.0,625.55,260.15,0.0,1330.83
1685,3111,2025-07-10 18:11:00,Shipped,Card,24,Noah,Lewis,noah.lewis7240@email.com,United Kingdom,5,Glasgow Retail Store,Glasgow,Scotland,Store,1032,SKU-1032,Crafted Trainers 2,Fashion,Crafted,1,64.91,147.13,0.25,36.78,110.35,45.44,0.0,1330.83
1685,3112,2025-07-10 18:11:00,Shipped,Card,24,Noah,Lewis,noah.lewis7240@email.com,United Kingdom,5,Glasgow Retail Store,Glasgow,Scotland,Store,1037,SKU-1037,PureGlow Face Wash 1,Beauty,PureGlow,4,104.85,156.56,0.05,31.31,594.93,175.53,0.0,1330.83
1686,3113,2024-08-19 19:06:00,Shipped,Gift Card,570,Thomas,Wright,thomas.wright3013@email.com,United Kingdom,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1018,SKU-1018,Oak & Co Storage Box 2,Home,Oak & Co,2,85.11,164.78,0.05,16.48,313.08,142.86,0.0,313.08
1687,3114,2024-07-01 21:17:00,Delivered,Gift Card,138,Oliver,Thomas,oliver.thomas7828@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1044,SKU-1044,Velora Conditioner 2,Beauty,Velora,2,18.02,30.57,0.05,3.06,58.08,22.04,0.0,58.08
1688,3115,2025-12-14 08:43:00,Delivered,Card,39,Zara,Davies,zara.davies6529@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1056,SKU-1056,Core Resistance Bands 2,Sports,Core,1,25.28,31.89,0.1,3.19,28.7,3.42,0.0,153.84
1688,3116,2025-12-14 08:43:00,Delivered,Card,39,Zara,Davies,zara.davies6529@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1047,SKU-1047,Velora Perfume 1,Beauty,Velora,1,86.42,139.04,0.1,13.9,125.14,38.72,0.0,153.84
1689,3117,2024-07-17 21:33:00,Shipped,Card,323,George,White,george.white1119@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1027,SKU-1027,Crafted Hoodie 1,Fashion,Crafted,1,45.35,104.17,0.1,10.42,93.75,48.4,0.0,175.01
1689,3118,2024-07-17 21:33:00,Shipped,Card,323,George,White,george.white1119@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1003,SKU-1003,NovaTech Bluetooth Speaker 1,Electronics,NovaTech,1,72.09,85.54,0.05,4.28,81.26,9.17,0.0,175.01
1690,3119,2024-04-02 09:45:00,Delivered,Card,539,Sophia,Taylor,sophia.taylor8362@email.com,United Kingdom,9,Online Store,Online,National,Online,1007,SKU-1007,NovaTech Phone Charger 1,Electronics,NovaTech,2,91.78,122.4,0.0,0.0,244.8,61.24,0.0,244.8
1691,3120,2024-07-22 11:37:00,Delivered,PayPal,203,Emily,Taylor,emily.taylor3847@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1069,SKU-1069,Roast & Bean Sparkling Water 1,Grocery,Roast & Bean,1,111.4,228.69,0.0,0.0,228.69,117.29,0.0,228.69
1692,3121,2024-02-10 14:54:00,Delivered,Gift Card,79,Aisha,Davies,aisha.davies1053@email.com,United Kingdom,9,Online Store,Online,National,Online,1044,SKU-1044,Velora Conditioner 2,Beauty,Velora,1,18.02,30.57,0.1,3.06,27.51,9.49,4.99,32.5
1693,3122,2024-12-01 14:06:00,Delivered,Gift Card,513,Amir,Green,amir.green8591@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1043,SKU-1043,PureGlow Conditioner 1,Beauty,PureGlow,3,117.42,206.97,0.0,0.0,620.91,268.65,0.0,620.91
1694,3123,2024-01-09 08:58:00,Delivered,Gift Card,28,Ava,Williams,ava.williams686@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1067,SKU-1067,DailyTable Olive Oil 1,Grocery,DailyTable,2,104.16,227.88,0.0,0.0,455.76,247.44,0.0,455.76
1695,3124,2024-12-08 20:26:00,Delivered,Gift Card,131,Adam,Edwards,adam.edwards9778@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1062,SKU-1062,Kitchen Pantry Coffee Beans 2,Grocery,Kitchen Pantry,2,32.23,71.28,0.03,4.28,138.28,73.82,0.0,263.45
1695,3125,2024-12-08 20:26:00,Delivered,Gift Card,131,Adam,Edwards,adam.edwards9778@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1060,SKU-1060,Endura Gym Bag 2,Sports,Endura,3,32.09,43.92,0.05,6.59,125.17,28.9,0.0,263.45
1696,3126,2024-12-07 15:40:00,Returned,Apple Pay,271,Hassan,Clark,hassan.clark1875@email.com,United Kingdom,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1022,SKU-1022,CasaNest Bedding Set 2,Home,CasaNest,3,29.8,35.37,0.05,5.31,-100.8,-190.2,0.0,-100.8
1697,3127,2024-05-02 19:58:00,Delivered,PayPal,4,Jack,Patel,jack.patel3854@email.com,United Kingdom,9,Online Store,Online,National,Online,1042,SKU-1042,PureGlow Shampoo 2,Beauty,PureGlow,1,13.02,22.25,0.1,2.23,20.02,7.0,4.99,25.01
1698,3128,2025-09-16 20:22:00,Delivered,Apple Pay,60,Zara,Khan,zara.khan5492@email.com,France,5,Glasgow Retail Store,Glasgow,Scotland,Store,1056,SKU-1056,Core Resistance Bands 2,Sports,Core,1,25.28,31.89,0.1,3.19,28.7,3.42,0.0,107.02
1698,3129,2025-09-16 20:22:00,Delivered,Apple Pay,60,Zara,Khan,zara.khan5492@email.com,France,5,Glasgow Retail Store,Glasgow,Scotland,Store,1049,SKU-1049,Endura Yoga Mat 1,Sports,Endura,2,32.0,39.16,0.0,0.0,78.32,14.32,0.0,107.02
1699,3130,2025-10-16 20:36:00,Delivered,PayPal,553,Zara,Lewis,zara.lewis8921@email.com,United Kingdom,2,Manchester Retail Store,Manchester,North West,Store,1064,SKU-1064,Harvest Protein Bars 2,Grocery,Harvest,1,8.92,20.51,0.0,0.0,20.51,11.59,0.0,20.51
1700,3131,2025-02-10 16:30:00,Delivered,PayPal,28,Ava,Williams,ava.williams686@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1033,SKU-1033,UrbanThread Jacket 1,Fashion,UrbanThread,4,82.59,105.86,0.25,105.86,317.58,-12.78,0.0,660.06
1700,3132,2025-02-10 16:30:00,Delivered,PayPal,28,Ava,Williams,ava.williams686@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1005,SKU-1005,NovaTech Smart Watch 1,Electronics,NovaTech,1,68.67,135.51,0.0,0.0,135.51,66.84,0.0,660.06
1700,3133,2025-02-10 16:30:00,Delivered,PayPal,28,Ava,Williams,ava.williams686@email.com,United Kingdom,4,Leeds Retail Store,Leeds,Yorkshire,Store,1043,SKU-1043,PureGlow Conditioner 1,Beauty,PureGlow,1,117.42,206.97,0.0,0.0,206.97,89.55,0.0,660.06
1701,3134,2024-06-10 11:38:00,Delivered,PayPal,152,Jacob,Ward,jacob.ward4335@email.com,United Kingdom,8,Sheffield Retail Store,Sheffield,Yorkshire,Store,1032,SKU-1032,Crafted Trainers 2,Fashion,Crafted,1,64.91,147.13,0.0,0.0,147.13,82.22,0.0,147.13
1702,3135,2024-10-08 13:21:00,Delivered,Card,95,James,Lewis,james.lewis8838@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1029,SKU-1029,UrbanThread Jeans 1,Fashion,UrbanThread,4,103.75,137.55,0.0,0.0,550.2,135.2,0.0,691.59
1702,3136,2024-10-08 13:21:00,Delivered,Card,95,James,Lewis,james.lewis8838@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1028,SKU-1028,Northline Hoodie 2,Fashion,Northline,2,62.61,78.55,0.1,15.71,141.39,16.17,0.0,691.59
1703,3137,2024-10-28 10:33:00,Delivered,Card,44,Olivia,Lewis,olivia.lewis5140@email.com,United Kingdom,3,Birmingham Retail Store,Birmingham,West Midlands,Store,1010,SKU-1010,Echo Tablet Stand 2,Electronics,Echo,2,102.16,188.41,0.0,0.0,376.82,172.5,0.0,376.82
1704,3138,2024-12-11 11:31:00,Delivered,Card,439,Amir,Wilson,amir.wilson9697@email.com,United Kingdom,9,Online Store,Online,National,Online,1041,SKU-1041,Luma Shampoo 1,Beauty,Luma,1,31.02,44.27,0.0,0.0,44.27,13.25,4.99,217.63
1704,3139,2024-12-11 11:31:00,Delivered,Card,439,Amir,Wilson,amir.wilson9697@email.com,United Kingdom,9,Online Store,Online,National,Online,1054,SKU-1054,Core Football 2,Sports,Core,1,28.07,36.55,0.05,1.83,34.72,6.65,4.99,217.63
1704,3140,2024-12-11 11:31:00,Delivered,Card,439,Amir,Wilson,amir.wilson9697@email.com,United Kingdom,9,Online Store,Online,National,Online,1026,SKU-1026,Aero T-Shirt 2,Fashion,Aero,1,90.4,148.5,0.1,14.85,133.65,43.25,4.99,217.63
1705,3141,2024-02-26 16:56:00,Delivered,Gift Card,400,Muhammad,King,muhammad.king1354@email.com,United Kingdom,7,Bristol Retail Store,Bristol,South West,Store,1006,SKU-1006,Voltix Smart Watch 2,Electronics,Voltix,1,28.79,52.62,0.0,0.0,52.62,23.83,0.0,531.18
1705,3142,2024-02-26 16:56:00,Delivered,Gift Card,400,Muhammad,King,muhammad.king1354@email.com,United Kingdom,7,Bristol Retail Store,Bristol,South West,Store,1046,SKU-1046,Botaniq Body Lotion 2,Beauty,Botaniq,2,115.83,256.94,0.1,51.39,462.49,230.83,0.0,531.18
1705,3143,2024-02-26 16:56:00,Delivered,Gift Card,400,Muhammad,King,muhammad.king1354@email.com,United Kingdom,7,Bristol Retail Store,Bristol,South West,Store,1053,SKU-1053,Sprint Football 1,Sports,Sprint,1,11.29,16.07,0.0,0.0,16.07,4.78,0.0,531.18
1706,3144,2024-03-15 13:47:00,Cancelled,PayPal,180,Amir,Baker,amir.baker2523@email.com,United Kingdom,7,Bristol Retail Store,Bristol,South West,Store,1022,SKU-1022,CasaNest Bedding Set 2,Home,CasaNest,1,29.8,35.37,0.05,0.0,0.0,0.0,0.0,0.0
1707,3145,2024-12-14 13:03:00,Delivered,PayPal,522,James,Thomas,james.thomas6285@email.com,United Kingdom,1,London Retail Store,London,South,Store,1032,SKU-1032,Crafted Trainers 2,Fashion,Crafted,2,64.91,147.13,0.0,0.0,294.26,164.44,0.0,294.26
1708,3146,2025-05-12 18:54:00,Shipped,PayPal,575,Amir,Taylor,amir.taylor7370@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1045,SKU-1045,Velora Body Lotion 1,Beauty,Velora,1,34.01,73.23,0.0,0.0,73.23,39.22,0.0,301.92
1708,3147,2025-05-12 18:54:00,Shipped,PayPal,575,Amir,Taylor,amir.taylor7370@email.com,United Kingdom,6,Liverpool Retail Store,Liverpool,North West,Store,1069,SKU-1069,Roast & Bean Sparkling Water 1,Grocery,Roast & Bean,1,111.4,228.69,0.0,0.0,228.69,117.29,0.0,301.92
1709,3148,2024-08-03 16:53:00,Delivered,PayPal,42,Harry,Scott,harry.scott4280@email.com,United Kingdom,1,London Retail Store,London,South,Store,1069,SKU-1069,Roast & Bean Sparkling Water 1,Grocery,Roast & Bean,1,111.4,228.69,0.1,22.87,205.82,94.42,0.0,327.41
1709,3149,2024-08-03 16:53:00,Delivered,PayPal,42,Harry,Scott,harry.scott4280@email.com,United Kingdom,1,London Retail Store,London,South,Store,1012,SKU-1012,Voltix Wireless Mouse 2,Electronics,Voltix,1,12.22,18.17,0.1,1.82,16.35,4.13,0.0,327.41
1709,3150,2024-08-03 16:53:00,Delivered,PayPal,42,Harry,Scott,harry.scott4280@email.com,United Kingdom,1,London Retail Store,London,South,Store,1006,SKU-1006,Voltix Smart Watch 2,Electronics,Voltix,2,28.79,52.62,0.0,0.0,105.24,47.66,0.0,327.41
